"","x"
"312","8661"
"313","8662"
"314","8666"
"315","8668"
"316","8669"
"317","8671"
"318","8673"
"319","8675"
"320","8677"
"321","8681"
"322","8683"
"323","8684"
"324","8700"
"325","8701"
"326","8702"
"327","8704"
"328","8705"
"329","8706"
"330","8709"
"331","8711"
"332","8715"
"333","8716"
"334","8717"
"335","8721"
"336","8723"
"337","8724"
"338","8726"
"339","8727"
"340","8733"
"341","8734"
"342","8737"
"343","8740"
"344","8743"
"345","8744"
"346","8749"
"347","8756"
"348","8762"
"349","8763"
"350","8764"
"351","8765"
"352","8768"
"353","8769"
"354","8771"
"355","8778"
"356","8779"
"357","8783"
"358","8784"
"359","8790"
"360","8796"
"361","8803"
"362","8807"
"363","8809"
"364","8810"
"365","8811"
"366","8813"
"367","8814"
"368","8816"
"369","8821"
"370","8823"
"371","8824"
"372","8830"
"373","8832"
"374","8838"
"375","8845"
"376","8846"
"377","8850"
"378","8856"
"379","8862"
"380","8868"
"381","8871"
"382","8880"
"383","8881"
"384","8887"
"385","8888"
"386","8889"
"387","8890"
"388","8891"
"389","8892"
"390","8893"
"391","8894"
"392","8895"
"393","8897"
"394","8898"
"395","8899"
"396","8901"
"397","8902"
"398","8906"
"399","8914"
"400","8916"
"401","8919"
"402","8920"
"403","8931"
"404","8936"
"405","8938"
"406","8949"
"407","8960"
"408","8964"
"409","8965"
"410","8966"
"411","8967"
"412","8977"
"413","8981"
"414","8985"
"415","8986"
"416","8987"
"417","9000"
"418","9004"
"419","9008"
"420","9009"
"421","9010"
"422","9013"
"423","9016"
"424","9027"
"425","9030"
"426","9032"
"427","9034"
"428","9035"
"429","9036"
"430","9037"
"431","9038"
"432","9041"
"433","9042"
"434","9045"
"435","9046"
"436","9047"
"437","9053"
"438","9054"
"439","9055"
"440","9056"
"441","9060"
"442","9061"
"443","9075"
"444","9080"
"445","9081"
"446","9086"
"447","9087"
"448","9088"
"449","9096"
"450","9097"
"451","9103"
"452","9104"
"453","9111"
"454","9121"
"455","9122"
"456","9126"
"457","9130"
"458","9133"
"459","9150"
"460","9152"
"461","9156"
"462","9159"
"463","9160"
"464","9161"
"465","9162"
"466","9164"
"467","9166"
"468","9181"
"469","9187"
"470","9188"
"471","9189"
"472","9192"
"473","9202"
"474","9203"
"475","9204"
"476","9209"
"477","9210"
"478","9211"
"479","9214"
"480","9215"
"481","9216"
"482","9219"
"483","9222"
"484","9223"
"485","9229"
"486","9230"
"487","9231"
"488","9234"
"489","9237"
"490","9240"
"491","9241"
"492","9244"
"493","9259"
"494","9260"
"495","9263"
"496","9265"
"497","9266"
"498","9267"
"499","9268"
"500","9269"
"501","9272"
"502","9276"
"503","9277"
"504","9282"
"505","9288"
"506","9289"
"507","9296"
"508","9297"
"509","9298"
"510","9299"
"511","9302"
"512","9303"
"513","9307"
"514","9314"
"515","9316"
"516","9326"
"517","9327"
"518","9329"
"519","9337"
"520","9342"
"521","9343"
"522","9347"
"523","9349"
"524","9351"
"525","9356"
"526","9357"
"527","9362"
"528","9363"
"529","9365"
"530","9384"
"531","9385"
"532","9386"
"533","9395"
"534","9398"
"535","9426"
"536","9427"
"537","9428"
"538","9429"
"539","9434"
"540","9436"
"541","9446"
"542","9448"
"543","9449"
"544","9451"
"545","9455"
"546","9463"
"547","9464"
"548","9467"
"549","9471"
"550","9487"
"551","9489"
"552","9493"
"553","9495"
"554","9499"
"555","9505"
"556","9513"
"557","9514"
"558","9515"
"559","9518"
"560","9519"
"561","9522"
"562","9523"
"563","9527"
"564","9541"
"565","9556"
"566","9562"
"567","9563"
"568","9565"
"569","9573"
"570","9581"
"571","9591"
"572","9592"
"573","9593"
"574","9605"
"575","9606"
"576","9607"
"577","9611"
"578","9613"
"579","9614"
"580","9625"
"581","9636"
"582","9640"
"583","9641"
"584","9642"
"585","9643"
"586","9644"
"587","9645"
"588","9648"
"589","9651"
"590","9658"
"591","9659"
"592","9667"
"593","9669"
"594","9672"
"595","9693"
"596","9697"
"597","9698"
"598","9699"
"599","9701"
"600","9702"
"601","9703"
"602","9706"
"603","9710"
"604","9717"
"605","9718"
"606","9720"
"607","9724"
"608","9729"
"609","9735"
"610","9739"
"611","9741"
"612","9742"
"613","9746"
"614","9752"
"615","9753"
"616","9754"
"617","9756"
"618","9757"
"619","9758"
"620","9767"
"621","9768"
"622","9769"
"623","9771"
"624","9776"
"625","9788"
"626","9790"
"627","9798"
"628","9810"
"629","9812"
"630","9813"
"631","9815"
"632","9817"
"633","9818"
"634","9822"
"635","9825"
"636","9827"
"637","9830"
"638","9831"
"639","9833"
"640","9838"
"641","9840"
"642","9841"
"643","9845"
"644","9846"
"645","9847"
"646","9848"
"647","9850"
"648","9853"
"649","9854"
"650","9855"
"651","9856"
"652","9862"
"653","9866"
"654","9868"
"655","9873"
"656","9875"
"657","9878"
"658","9882"
"659","9883"
"660","9884"
"661","9886"
"662","9887"
"663","9888"
"664","9894"
"665","9899"
"666","9903"
"667","9905"
"668","9907"
"669","9909"
"670","9910"
"671","9911"
"672","9913"
"673","9917"
"674","9919"
"675","9920"
"676","9921"
"677","9923"
"678","9926"
"679","9928"
"680","9937"
"681","9939"
"682","9944"
"683","9946"
"684","9948"
"685","9949"
"686","9950"
"687","9951"
"688","9952"
"689","9953"
"690","9955"
"691","9959"
"692","9963"
"693","9964"
"694","9965"
"695","9966"
"696","9985"
"697","9989"
"698","9991"
"699","9993"
"700","9995"
"701","10000"
"702","10003"
"703","10007"
"704","10011"
"705","10013"
"706","10015"
"707","10016"
"708","10019"
"709","10020"
"710","10022"
"711","10024"
"712","10029"
"713","10031"
"714","10033"
"715","10034"
"716","10035"
"717","10037"
"718","10040"
"719","10042"
"720","10047"
"721","10049"
"722","10051"
"723","10053"
"724","10060"
"725","10066"
"726","10068"
"727","10069"
"728","10073"
"729","10074"
"730","10075"
"731","10077"
"732","10081"
"733","10087"
"734","10088"
"735","10089"
"736","10093"
"737","10095"
"738","10097"
"739","10104"
"740","10114"
"741","10115"
"742","10121"
"743","10129"
"744","10134"
"745","10135"
"746","10136"
"747","10148"
"748","10149"
"749","10150"
"750","10152"
"751","10158"
"752","10159"
"753","10160"
"754","10169"
"755","10175"
"756","10178"
"757","10180"
"758","10182"
"759","10185"
"760","10197"
"761","10198"
"762","10199"
"763","10201"
"764","10203"
"765","10205"
"766","10216"
"767","10221"
"768","10222"
"769","10226"
"770","10232"
"771","10234"
"772","10235"
"773","10237"
"774","10241"
"775","10249"
"776","10252"
"777","10257"
"778","10274"
"779","10277"
"780","10279"
"781","10285"
"782","10293"
"783","10295"
"784","10300"
"785","10302"
"786","10303"
"787","10304"
"788","10305"
"789","10306"
"790","10309"
"791","10310"
"792","10314"
"793","10315"
"794","10326"
"795","10332"
"796","10334"
"797","10335"
"798","10337"
"799","10338"
"800","10340"
"801","10343"
"802","10352"
"803","10361"
"804","10369"
"805","10372"
"806","10376"
"807","10377"
"808","10384"
"809","10388"
"810","10395"
"811","10396"
"812","10397"
"813","10400"
"814","10405"
"815","10408"
"816","10409"
"817","10411"
"818","10412"
"819","10413"
"820","10414"
"821","10420"
"822","10421"
"823","10425"
"824","10427"
"825","10428"
"826","10435"
"827","10452"
"828","10454"
"829","10455"
"830","10460"
"831","10461"
"832","10462"
"833","10463"
"834","10464"
"835","10465"
"836","10466"
"837","10469"
"838","10475"
"839","10476"
"840","10477"
"841","10479"
"842","10480"
"843","10487"
"844","10492"
"845","10493"
"846","10499"
"847","10502"
"848","10504"
"849","10505"
"850","10507"
"851","10509"
"852","10510"
"853","10515"
"854","10516"
"855","10518"
"856","10519"
"857","10530"
"858","10531"
"859","10533"
"860","10534"
"861","10536"
"862","10537"
"863","10543"
"864","10553"
"865","10557"
"866","10559"
"867","10563"
"868","10567"
"869","10568"
"870","10573"
"871","10580"
"872","10582"
"873","10584"
"874","10589"
"875","10590"
"876","10591"
"877","10596"
"878","10598"
"879","10601"
"880","10604"
"881","10606"
"882","10608"
"883","10613"
"884","10614"
"885","10615"
"886","10617"
"887","10619"
"888","10621"
"889","10627"
"890","10628"
"891","10631"
"892","10635"
"893","10636"
"894","10637"
"895","10638"
"896","10640"
"897","10643"
"898","10647"
"899","10651"
"900","10652"
"901","10655"
"902","10657"
"903","10660"
"904","10662"
"905","10664"
"906","10666"
"907","10667"
"908","10672"
"909","10673"
"910","10675"
"911","10677"
"912","10679"
"913","10681"
"914","10683"
"915","10690"
"916","10692"
"917","10693"
"918","10697"
"919","10703"
"920","10706"
"921","10708"
"922","10710"
"923","10713"
"924","10715"
"925","10721"
"926","10724"
"927","10733"
"928","10739"
"929","10740"
"930","10751"
"931","10752"
"932","10754"
"933","10760"
"934","10761"
"935","10764"
"936","10768"
"937","10770"
"938","10773"
"939","10777"
"940","10784"
"941","10787"
"942","10789"
"943","10792"
"944","10794"
"945","10795"
"946","10798"
"947","10799"
"948","10800"
"949","10804"
"950","10805"
"951","10806"
"952","10808"
"953","10810"
"954","10814"
"955","10818"
"956","10820"
"957","10822"
"958","10826"
"959","10829"
"960","10831"
"961","10833"
"962","10834"
"963","10837"
"964","10844"
"965","10845"
"966","10849"
"967","10850"
"968","10854"
"969","10856"
"970","10860"
"971","10861"
"972","10862"
"973","10864"
"974","10865"
"975","10866"
"976","10868"
"977","10872"
"978","10873"
"979","10874"
"980","10877"
"981","10878"
"982","10879"
"983","10880"
"984","10882"
"985","10883"
"986","10884"
"987","10885"
"988","10887"
"989","10889"
"990","10892"
"991","10893"
"992","10895"
"993","10913"
"994","10915"
"995","10916"
"996","10920"
"997","10923"
"998","10927"
"999","10929"
"1000","10941"
"1001","10942"
"1002","10943"
"1003","10948"
"1004","10949"
"1005","10953"
"1006","10955"
"1007","10956"
"1008","10958"
"1009","10959"
"1010","10961"
"1011","10963"
"1012","10964"
"1013","10971"
"1014","10982"
"1015","10987"
"1016","10991"
"1017","10996"
"1018","10997"
"1019","10998"
"1020","10999"
"1021","11000"
"1022","11001"
"1023","11002"
"1024","11003"
"1025","11004"
"1026","11008"
"1027","11018"
"1028","11027"
"1029","11033"
"1030","11041"
"1031","11042"
"1032","11043"
"1033","11045"
"1034","11047"
"1035","11049"
"1036","11050"
"1037","11051"
"1038","11056"
"1039","11057"
"1040","11058"
"1041","11059"
"1042","11061"
"1043","11063"
"1044","11064"
"1045","11077"
"1046","11081"
"1047","11082"
"1048","11090"
"1049","11093"
"1050","11094"
"1051","11097"
"1052","11099"
"1053","11100"
"1054","11101"
"1055","11105"
"1056","11107"
"1057","11108"
"1058","11109"
"1059","11113"
"1060","11120"
"1061","11121"
"1062","11123"
"1063","11125"
"1064","11130"
"1065","11136"
"1066","11140"
"1067","11141"
"1068","11144"
"1069","11147"
"1070","11156"
"1071","11157"
"1072","11167"
"1073","11173"
"1074","11175"
"1075","11184"
"1076","11189"
"1077","11203"
"1078","11206"
"1079","11208"
"1080","11209"
"1081","11211"
"1082","11212"
"1083","11213"
"1084","11221"
"1085","11222"
"1086","11226"
"1087","11236"
"1088","11237"
"1089","11243"
"1090","11246"
"1091","11249"
"1092","11252"
"1093","11257"
"1094","11258"
"1095","11259"
"1096","11261"
"1097","11266"
"1098","11270"
"1099","11273"
"1100","11276"
"1101","11278"
"1102","11280"
"1103","11281"
"1104","11283"
"1105","11286"
"1106","11289"
"1107","11290"
"1108","11292"
"1109","11298"
"1110","11301"
"1111","11305"
"1112","11318"
"1113","11320"
"1114","11321"
"1115","11322"
"1116","11325"
"1117","11327"
"1118","11334"
"1119","11339"
"1120","11341"
"1121","11343"
"1122","11345"
"1123","11347"
"1124","11351"
"1125","11354"
"1126","11358"
"1127","11359"
"1128","11360"
"1129","11362"
"1130","11366"
"1131","11373"
"1132","11380"
"1133","11390"
"1134","11391"
"1135","11392"
"1136","11402"
"1137","11408"
"1138","11410"
"1139","11419"
"1140","11420"
"1141","11425"
"1142","11427"
"1143","11431"
"1144","11435"
"1145","11436"
"1146","11437"
"1147","11438"
"1148","11439"
"1149","11440"
"1150","11441"
"1151","11442"
"1152","11443"
"1153","11447"
"1154","11448"
"1155","11451"
"1156","11452"
"1157","11458"
"1158","11463"
"1159","11467"
"1160","11468"
"1161","11474"
"1162","11476"
"1163","11478"
"1164","11479"
"1165","11482"
"1166","11483"
"1167","11484"
"1168","11486"
"1169","11490"
"1170","11495"
"1171","11497"
"1172","11500"
"1173","11502"
"1174","11504"
"1175","11506"
"1176","11509"
"1177","11510"
"1178","11511"
"1179","11512"
"1180","11513"
"1181","11526"
"1182","11527"
"1183","11529"
"1184","11538"
"1185","11540"
"1186","11542"
"1187","11544"
"1188","11546"
"1189","11549"
"1190","11551"
"1191","11552"
"1192","11553"
"1193","11559"
"1194","11564"
"1195","11568"
"1196","11576"
"1197","11586"
"1198","11587"
"1199","11588"
"1200","11590"
"1201","11591"
"1202","11595"
"1203","11597"
"1204","11600"
"1205","11601"
"1206","11604"
"1207","11605"
"1208","11606"
"1209","11607"
"1210","11609"
"1211","11610"
"1212","11611"
"1213","11612"
"1214","11613"
"1215","11615"
"1216","11616"
"1217","11618"
"1218","11619"
"1219","11622"
"1220","11624"
"1221","11625"
"1222","11627"
"1223","11628"
"1224","11632"
"1225","11633"
"1226","11634"
"1227","11635"
"1228","11637"
"1229","11640"
"1230","11641"
"1231","11642"
"1232","11647"
"1233","11648"
"1234","11649"
"1235","11650"
"1236","11652"
"1237","11654"
"1238","11655"
"1239","11657"
"1240","11662"
"1241","11663"
"1242","11665"
"1243","11666"
"1244","11668"
"1245","11670"
"1246","11671"
"1247","11673"
"1248","11674"
"1249","11675"
"1250","11677"
"1251","11678"
"1252","11679"
"1253","11680"
"1254","11681"
"1255","11682"
"1256","11683"
"1257","11685"
"1258","11686"
"1259","11687"
"1260","11689"
"1261","11691"
"1262","11693"
"1263","11695"
"1264","11703"
"1265","11704"
"1266","11705"
"1267","11707"
"1268","11710"
"1269","11713"
"1270","11715"
"1271","11716"
"1272","11718"
"1273","11721"
"1274","11723"
"1275","11724"
"1276","11732"
"1277","11733"
"1278","11735"
"1279","11737"
"1280","11738"
"1281","11739"
"1282","11741"
"1283","11744"
"1284","11745"
"1285","11746"
"1286","11750"
"1287","11752"
"1288","11755"
"1289","11756"
"1290","11757"
"1291","11760"
"1292","11762"
"1293","11763"
"1294","11764"
"1295","11766"
"1296","11767"
"1297","11768"
"1298","11769"
"1299","11771"
"1300","11773"
"1301","11775"
"1302","11783"
"1303","11785"
"1304","11786"
"1305","11797"
"1306","11800"
"1307","11802"
"1308","11806"
"1309","11807"
"1310","11809"
"1311","11810"
"1312","11811"
"1313","11812"
"1314","11814"
"1315","11819"
"1316","11820"
"1317","11822"
"1318","11823"
"1319","11825"
"1320","11827"
"1321","11828"
"1322","11829"
"1323","11830"
"1324","11832"
"1325","11833"
"1326","11834"
"1327","11835"
"1328","11840"
"1329","11842"
"1330","11845"
"1331","11846"
"1332","11847"
"1333","11850"
"1334","11851"
"1335","11852"
"1336","11856"
"1337","11858"
"1338","11861"
"1339","11862"
"1340","11864"
"1341","11866"
"1342","11867"
"1343","11869"
"1344","11870"
"1345","11871"
"1346","11873"
"1347","11874"
"1348","11879"
"1349","11884"
"1350","11885"
"1351","11886"
"1352","11887"
"1353","11888"
"1354","11889"
"1355","11890"
"1356","11893"
"1357","11894"
"1358","11895"
"1359","11896"
"1360","11898"
"1361","11901"
"1362","11902"
"1363","11904"
"1364","11907"
"1365","11910"
"1366","11913"
"1367","11916"
"1368","11918"
"1369","11921"
"1370","11923"
"1371","11924"
"1372","11925"
"1373","11927"
"1374","11928"
"1375","11931"
"1376","11932"
"1377","11933"
"1378","11938"
"1379","11942"
"1380","11945"
"1381","11946"
"1382","11947"
"1383","11951"
"1384","11952"
"1385","11957"
"1386","11958"
"1387","11964"
"1388","11965"
"1389","11967"
"1390","11968"
"1391","11971"
"1392","11972"
"1393","11973"
"1394","11974"
"1395","11975"
"1396","11976"
"1397","11978"
"1398","11979"
"1399","11981"
"1400","11986"
"1401","11988"
"1402","11989"
"1403","11991"
"1404","11992"
"1405","11997"
"1406","11999"
"1407","12000"
"1408","12001"
"1409","12002"
"1410","12003"
"1411","12004"
"1412","12006"
"1413","12007"
"1414","12009"
"1415","12010"
"1416","12011"
"1417","12012"
"1418","12013"
"1419","12014"
"1420","12015"
"1421","12016"
"1422","12017"
"1423","12018"
"1424","12020"
"1425","12022"
"1426","12023"
"1427","12024"
"1428","12027"
"1429","12028"
"1430","12029"
"1431","12034"
"1432","12035"
"1433","12036"
"1434","12037"
"1435","12038"
"1436","12040"
"1437","12045"
"1438","12047"
"1439","12048"
"1440","12049"
"1441","12052"
"1442","12053"
"1443","12058"
"1444","12062"
"1445","12063"
"1446","12064"
"1447","12066"
"1448","12067"
"1449","12068"
"1450","12069"
"1451","12072"
"1452","12073"
"1453","12075"
"1454","12076"
"1455","12077"
"1456","12078"
"1457","12082"
"1458","12083"
"1459","12084"
"1460","12085"
"1461","12088"
"1462","12089"
"1463","12090"
"1464","12091"
"1465","12092"
"1466","12093"
"1467","12094"
"1468","12095"
"1469","12099"
"1470","12101"
"1471","12102"
"1472","12104"
"1473","12106"
"1474","12107"
"1475","12110"
"1476","12111"
"1477","12114"
"1478","12116"
"1479","12118"
"1480","12120"
"1481","12123"
"1482","12124"
"1483","12125"
"1484","12126"
"1485","12127"
"1486","12130"
"1487","12132"
"1488","12138"
"1489","12139"
"1490","12140"
"1491","12141"
"1492","12143"
"1493","12145"
"1494","12146"
"1495","12150"
"1496","12152"
"1497","12153"
"1498","12154"
"1499","12158"
"1500","12160"
"1501","12164"
"1502","12167"
"1503","12168"
"1504","12171"
"1505","12172"
"1506","12173"
"1507","12176"
"1508","12177"
"1509","12178"
"1510","12180"
"1511","12183"
"1512","12184"
"1513","12185"
"1514","12187"
"1515","12188"
"1516","12193"
"1517","12195"
"1518","12196"
"1519","12197"
"1520","12201"
"1521","12205"
"1522","12207"
"1523","12208"
"1524","12209"
"1525","12210"
"1526","12211"
"1527","12214"
"1528","12217"
"1529","12218"
"1530","12219"
"1531","12224"
"1532","12226"
"1533","12228"
"1534","12229"
"1535","12230"
"1536","12231"
"1537","12232"
"1538","12233"
"1539","12234"
"1540","12235"
"1541","12239"
"1542","12242"
"1543","12246"
"1544","12247"
"1545","12248"
"1546","12250"
"1547","12251"
"1548","12252"
"1549","12253"
"1550","12258"
"1551","12260"
"1552","12262"
"1553","12263"
"1554","12264"
"1555","12267"
"1556","12269"
"1557","12270"
"1558","12271"
"1559","12272"
"1560","12273"
"1561","12274"
"1562","12277"
"1563","12278"
"1564","12279"
"1565","12283"
"1566","12284"
"1567","12286"
"1568","12287"
"1569","12289"
"1570","12290"
"1571","12292"
"1572","12293"
"1573","12295"
"1574","12297"
"1575","12299"
"1576","12300"
"1577","12302"
"1578","12305"
"1579","12306"
"1580","12307"
"1581","12308"
"1582","12309"
"1583","12310"
"1584","12311"
"1585","12314"
"1586","12315"
"1587","12317"
"1588","12319"
"1589","12320"
"1590","12321"
"1591","12323"
"1592","12324"
"1593","85604"
"1594","85605"
"1595","85610"
"1596","85611"
"1597","85612"
"1598","85613"
"1599","85615"
"1600","85616"
"1601","85622"
"1602","85624"
"1603","85625"
"1604","85629"
"1605","85631"
"1606","85632"
"1607","85633"
"1608","85634"
"1609","85635"
"1610","85638"
"1611","85640"
"1612","85641"
"1613","85645"
"1614","85652"
"1615","85653"
"1616","85655"
"1617","85656"
"1618","85658"
"1619","85660"
"1620","85665"
"1621","85666"
"1622","85667"
"1623","85668"
"1624","85670"
"1625","85672"
"1626","85673"
"1627","85674"
"1628","85675"
"1629","85678"
"1630","85680"
"1631","85681"
"1632","85683"
"1633","85686"
"1634","85687"
"1635","85688"
"1636","85692"
"1637","85693"
"1638","85695"
"1639","85698"
"1640","85699"
"1641","85702"
"1642","85703"
"1643","85704"
"1644","85706"
"1645","85708"
"1646","85714"
"1647","85717"
"1648","85719"
"1649","85721"
"1650","85722"
"1651","85723"
"1652","85725"
"1653","85728"
"1654","85729"
"1655","85731"
"1656","85732"
"1657","85733"
"1658","85735"
"1659","85736"
"1660","85737"
"1661","85738"
"1662","85739"
"1663","85740"
"1664","85741"
"1665","85744"
"1666","85746"
"1667","85747"
"1668","85751"
"1669","85752"
"1670","85753"
"1671","85754"
"1672","85757"
"1673","85758"
"1674","85759"
"1675","85768"
"1676","85769"
"1677","85770"
"1678","85773"
"1679","85774"
"1680","85775"
"1681","85778"
"1682","85787"
"1683","85788"
"1684","85789"
"1685","85794"
"1686","85795"
"1687","85796"
"1688","85797"
"1689","85798"
"1690","85799"
"1691","85800"
"1692","85802"
"1693","85804"
"1694","85805"
"1695","85810"
"1696","85811"
"1697","85813"
"1698","85815"
"1699","85816"
"1700","85817"
"1701","85818"
"1702","85819"
"1703","85820"
"1704","85821"
"1705","85830"
"1706","85831"
"1707","85832"
"1708","85834"
"1709","85838"
"1710","85842"
"1711","85843"
"1712","85844"
"1713","85845"
"1714","85846"
"1715","85847"
"1716","85848"
"1717","85849"
"1718","85850"
"1719","85852"
"1720","85854"
"1721","85855"
"1722","85856"
"1723","85857"
"1724","85858"
"1725","85859"
"1726","85861"
"1727","85865"
"1728","85870"
"1729","85872"
"1730","85875"
"1731","85880"
"1732","85881"
"1733","85882"
"1734","85883"
"1735","85884"
"1736","85885"
"1737","85887"
"1738","85888"
"1739","85889"
"1740","85890"
"1741","85891"
"1742","85892"
"1743","85894"
"1744","85895"
"1745","85896"
"1746","85904"
"1747","85906"
"1748","85907"
"1749","85908"
"1750","85909"
"1751","85910"
"1752","85913"
"1753","85914"
"1754","85916"
"1755","85919"
"1756","85920"
"1757","85923"
"1758","85925"
"1759","85926"
"1760","85929"
"1761","85930"
"1762","85931"
"1763","85933"
"1764","85934"
"1765","85937"
"1766","85939"
"1767","85945"
"1768","85946"
"1769","85948"
"1770","85949"
"1771","85950"
"1772","85953"
"1773","85954"
"1774","85955"
"1775","85956"
"1776","85962"
"1777","85964"
"1778","85968"
"1779","85971"
"1780","85972"
"1781","85977"
"1782","85978"
"1783","85979"
"1784","85984"
"1785","85985"
"1786","85986"
"1787","85990"
"1788","85991"
"1789","85992"
"1790","85994"
"1791","85995"
"1792","85996"
"1793","85997"
"1794","85998"
"1795","85999"
"1796","86000"
"1797","86003"
"1798","86004"
"1799","86005"
"1800","86006"
"1801","86007"
"1802","86010"
"1803","86011"
"1804","86012"
"1805","86015"
"1806","86020"
"1807","86021"
"1808","86023"
"1809","86024"
"1810","86026"
"1811","86027"
"1812","86028"
"1813","86029"
"1814","86030"
"1815","86032"
"1816","86034"
"1817","86035"
"1818","86036"
"1819","86038"
"1820","86040"
"1821","86041"
"1822","86042"
"1823","86044"
"1824","86045"
"1825","86048"
"1826","86051"
"1827","86052"
"1828","86060"
"1829","86061"
"1830","86064"
"1831","86065"
"1832","86066"
"1833","86068"
"1834","86072"
"1835","86075"
"1836","86078"
"1837","86079"
"1838","86080"
"1839","86083"
"1840","86084"
"1841","86085"
"1842","86086"
"1843","86087"
"1844","86088"
"1845","86089"
"1846","86090"
"1847","86091"
"1848","86092"
"1849","86093"
"1850","86094"
"1851","86095"
"1852","86097"
"1853","86100"
"1854","86102"
"1855","86104"
"1856","86105"
"1857","86107"
"1858","86108"
"1859","86109"
"1860","86111"
"1861","86115"
"1862","86116"
"1863","86117"
"1864","86119"
"1865","86120"
"1866","86124"
"1867","86126"
"1868","86129"
"1869","86130"
"1870","86131"
"1871","86134"
"1872","86137"
"1873","86138"
